C0274714,Adrenergic syndrome
C0028643,Numbness
C0003467,anxiety
C0003467,Anxiety
C0030193,living in pain
C0030193,Pain
C0030193,pain
C0030193,Pain
C1263846,annoying
C1263846,Attention deficit hyperactivity disorder
C0038999,swelled
C0038999,Swelling
C0013144,fatigue
C0013144,Drowsiness
C0239377,Arm Pain
C0232462,lose my appetite
C0232462,Decrease in appetite
C0858899,concentration issues
C0858899,Attention concentration difficulty
C0018681,Headache
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0002957,Anger
C0002957,Anger
C0021843,functional obstructions
C0021843,Intestinal Obstruction
C0003467,Anxiety
C0003467,Anxiety
C0497364,rash
C0497364,Localized rash
C0917801,awake
C0917801,Sleeplessness
C0235169,got me to the ceiling
C0235169,Excitability
C0424166,~public~ friendly
C0424166,Social fear
C0392674,exhausted
C0392674,Exhaustion
C0233514,behaviour problems
C0233514,Abnormal behavior
C0028084,nightmares
C0028084,Nightmares
C0278061,CRAZY
C0278061,Abnormal mental state
C0851578,makes me sleepy
C0851578,Sleep Disorders
C0520962,butt pain
C0520962,Pain localised
C0917801,insomnia
C0917801,Sleeplessness
C0041671,distracted
C0041671,Attention Deficit Disorder
C0233488,despair
C0233488,Feeling despair
C0455769,gave me energy
C0455769,Energy increased
C0235169,got me to the ceiling
C0235169,Excitability
C0018808,heart palpitations
C0018808,Heart murmur
C0917801,not sleeping
C0917801,Sleeplessness
C0152128,Drug withdrawal syndrome
C0085632,apathy
C0085632,Indifferent mood
C0234428,focusing monster
C0234428,Consciousness abnormal
C0011991,have to poop
C0011991,Diarrhea
C0030193,pain
C0030193,Pain
C0043012,Wakefulness
C0038999,a general discomfort from swelling
C0038999,Swelling
C0917801,not sleeping
C0917801,Sleeplessness
C0040822,Tremor
C0043096,Body Weight decreased
C0022107,grumpy
C0022107,Irritable Mood
C0022107,Irritable Mood
C0013144,sleepy
C0013144,Drowsiness
C1971624,not hungry
C1971624,Loss of appetite (finding)
C0151825,bone pain
C0151825,Bone pain
C0476273,Stops your breathing
C0476273,Respiratory distress
C0424295,when ur eyes have never been wider
C0424295,Hyperactive behavior
C0231530,face twitch
C0231530,Muscle twitch
C0015672,zombie
C0015672,Fatigue
C0011570,#fuckyoudepression
C0011570,Mental Depression
C0600142,sweat
C0600142,Hot flushes
C0003467,feeling worried
C0003467,Anxiety
C0232461,hungry/thirsty
C0232461,Increased appetite (finding)
C0235234,dry mouth
C0235234,Dry throat
C0012833,dizziness
C0012833,Dizziness
C0030193,hurts your nostrils
C0030193,Pain
C0030319,anxiety
C0030319,Panic Disorder
C0013182,allergic reaction
C0013182,Drug Allergy
C0344315,makes you depress
C0344315,Depressed mood
C1971624,Loss of appetite (finding)
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C0600104,incredibly anal
C0600104,Obsessive compulsive behavior
C0853348,Arthropod bite
C0030252,to speed up my hear
C0030252,Palpitations
C0150055,chronic pain
C0150055,Chronic pain
C0393760,keeping me awake
C0393760,Initial insomnia
C0161479,Pinched nerve still tingling
C0161479,Nerve injury
C0037763,Spasm
C0233459,zombie like emotionwise
C0233459,Emotional disorder
C0037763,brain zaps
C0037763,Spasm
C0003123,not eating
C0003123,Anorexia
C2939186,get into a mood
C2939186,Disturbance in mood
C1263846,hyperactive
C1263846,Attention deficit hyperactivity disorder
C0424166,scared
C0424166,Social fear
C0003123,I haven't eaten in 3 days
C0003123,Anorexia
C0028084,nightmares
C0028084,Nightmares
C2939186,Disturbance in mood
C0917801,can't even keep you awake
C0917801,Sleeplessness
C0027497,sickness
C0027497,Nausea
C0036973,Shivering
C0027497,Nausea
C0027497,nausea
C0027497,Nausea
C0022107,Irritable Mood
C0042256,itches
C0042256,Vaginal itching
C0427086,Involuntary Movements
C0003467,#anxiety
C0003467,Anxiety
C0455769,got me to the ceiling
C0455769,Energy increased
C0344315,makes you feel like crap
C0344315,Depressed mood
C0152128,crashing
C0152128,Drug withdrawal syndrome
C0162298,joint pain
C0162298,Joint stiffness
C0455769,makes your body awake
C0455769,Energy increased
C0235169,had me in my feelings
C0235169,Excitability
C2830004,knocked me on my ass last night
C2830004,Somnolence
C0040822,Tremor
C0042963,vomit
C0042963,Vomiting
C0281774,psychosis
C0281774,Acute psychosis
C0012833,dizzy
C0012833,Dizziness
C0853619,lower extremities swelling up
C0853619,Local swelling
C0028084,"intense, emotionally-charged nightmares"
C0028084,Nightmares
C0235146,Euphoric mood
C0235240,racing heart
C0235240,Pounding heart
C0018681,headaches
C0018681,Headache
C0085633,VOLATILE
C0085633,Mood swings
C0026838,wiggling so much.
C0026838,Muscle Spasticity
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C0234428,Consciousness abnormal
C0344315,feel like shit
C0344315,Depressed mood
C0917801,insomnia
C0917801,Sleeplessness
C0043094,gain 10kg
C0043094,Weight Gain
C0026821,cramps
C0026821,Muscle Cramp
C1704373,neat freak mode
C1704373,Compulsive Personality Disorder
C0231530,face twitch
C0231530,Muscle twitch
C0013144,sleepy
C0013144,Drowsiness
C2267227,bulimic
C2267227,Bulimia Nervosa
C0016512,Foot pain
C0234376,tremor
C0234376,Action Tremor
C0015672,making myself get out of bed
C0015672,Fatigue
C0022107,serious resting bitch face
C0022107,Irritable Mood
C0917801,insomnia
C0917801,Sleeplessness
C0043096,Losing weight
C0043096,Body Weight decreased
C0028084,nightmares
C0028084,Nightmares
C1386135,depression
C1386135,Acute depression
C0013146,Addicted
C0013146,Drug abuse
C0037317,fucked my entire sleeping pattern
C0037317,Sleep disturbances
C0034634,monster
C0034634,Rage
C0235146,feel like I have super powers
C0235146,Euphoric mood
C0427086,shaking her leg
C0427086,Involuntary Movements
C0235939,cry
C0235939,Crying abnormal
C0022107,be a fucking bitch
C0022107,Irritable Mood
C0003467,anxiety
C0003467,Anxiety
C0233514,setting timers reminding me to eat every 30 minutes
C0233514,Abnormal behavior
C0015468,Atypical facial pain
C0015468,Facial Pain
C0038990,sweatty
C0038990,Sweating
C0041657,Unconscious State
C0233514,before i do anything else stupid
C0233514,Abnormal behavior
C0344315,shitty
C0344315,Depressed mood
C0687133,make me drunker
C0687133,Drug Interactions
C0043094,10+lbs in two weeks
C0043094,Weight Gain
C0012833,Dizziness
C0344315,feel like
C0344315,Depressed mood
C0917801,insomnia
C0917801,Sleeplessness
C0424295,feel like doing something
C0424295,Hyperactive behavior
C0027497,dry heaving
C0027497,Nausea
C0013144,can't even stay awake
C0013144,Drowsiness
C1456784,paranoid
C1456784,Paranoia
C0242350,erectile dysfunction
C0242350,Erectile dysfunction
C0009676,confused
C0009676,Confusion
C0041671,ADD
C0041671,Attention Deficit Disorder
C0152030,itchy
C0152030,Skin irritation
C0037317,it's feeling like the same day
C0037317,Sleep disturbances
C0012833,Dizziness
C0344315,depressed
C0344315,Depressed mood
C2830004,sleepy
C2830004,Somnolence
C2830004,falling asleep
C2830004,Somnolence
C0030319,anxiety
C0030319,Panic Disorder
C0917801,was up for 4 days
C0917801,Sleeplessness
C0151602,face is swollen
C0151602,Swelling face
C0043094,gained over 50 pounds
C0043094,Weight Gain
C0015672,fatigue
C0015672,Fatigue
C2364111,couldn't taste anything
C2364111,Actual Inability To Taste
C0851578,knock you out
C0851578,Sleep Disorders
C0235146,Euphoric mood
C0917801,awake
C0917801,Sleeplessness
C0012833,dizzy
C0012833,Dizziness
C0011570,Mental Depression
C0233514,Abnormal behavior
C0393761,Middle insomnia
C0221100,pookied out
C0221100,Hangover from any Alcohol or Other Drugs substance
C2939186,bitch
C2939186,Disturbance in mood
C2830004,sleepy
C2830004,Somnolence
C0087169,cigarette withdrawal
C0087169,Withdrawal Symptoms
C0037317,Got 1.5 hours of sleep
C0037317,Sleep disturbances
C0233479,more social
C0233479,Elevated mood
C0455769,got meto the ceiling
C0455769,Energy increased
C0917801,I highly doubt it
C0917801,Sleeplessness
C0152128,venlafaxine withdrawal
C0152128,Drug withdrawal syndrome
C0423757,thins the skin
C0423757,Skin thinness
C0497364,Localized rash
C0241934,hypomania
C0241934,Hypomania
C0853348,Arthropod bite
C0853348,mosquito bites
C0853348,Arthropod bite
C0242785,"did nothing for me, I always ate on it like crazy"
C0242785,Food-Drug Interactions
C0003044,chiggers bites
C0003044,Animal bite
C0003873,RHEUMATOID ARTHRITIS
C0003873,Rheumatoid Arthritis
C2830004,fall asleep
C2830004,Somnolence
C0043096,lost 6 inches
C0043096,Body Weight decreased
C0015967,Wet Hot
C0015967,Fever
C0152128,withdrawal brain zaps
C0152128,Drug withdrawal syndrome
C0041582,ulcers
C0041582,Ulcer
C2830004,falling asleep
C2830004,Somnolence
C0455769,got me to the ceiling
C0455769,Energy increased
C0917801,wide awake yet again past 1:00 a.m
C0917801,Sleeplessness
C0455769,got me to the ceiling
C0455769,Energy increased
C0009676,Confusion
C0917801,#insomnia
C0917801,Sleeplessness
C0917801,zombie
C0917801,Sleeplessness
C0233459,Drove me mad
C0233459,Emotional disorder
C0005586,#bipolar
C0005586,Bipolar Disorder
C0043012,losing my mind
C0043012,Wakefulness
C0041657,knock you out
C0041657,Unconscious State
C0018790,heart attack
C0018790,Cardiac Arrest
C0043096,I lost 10 lbs in a day from not eating
C0043096,Body Weight decreased
C0020175,ridiculously hungry
C0020175,Hunger
C0235196,suicide thoughts
C0235196,Suicidal tendency
C2830004,sleepy
C2830004,Somnolence
C0424295,up all morning
C0424295,Hyperactive behavior
C0542101,Nasal burning
C0221785,wrist
C0221785,Ache wrists
C0235309,awful feeling in my stomach
C0235309,Upset stomach
C0424091,intense apathy
C0424091,Decreased interest
C0030193,pain
C0030193,Pain
C0700031,Anxiety attack
C0013144,turns me into a zombie
C0013144,Drowsiness
C0005586,#bipolar
C0005586,Bipolar Disorder
C0012833,dizziness
C0012833,Dizziness
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0013144,light will go out of my eyes soon
C0013144,Drowsiness
C0728899,trippin
C0728899,Intoxication
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0234458,insane and crazy af dreams
C0234458,Abnormal dreams
C0027497,nauseous
C0027497,Nausea
C0039070,I almost pass out from not eating
C0039070,Syncope
C0393760,insomniac
C0393760,Initial insomnia
C0043094,making me fat
C0043094,Weight Gain
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C1510472,reliant
C1510472,Drug Dependence
C0149931,migraine
C0149931,Migraine Disorders
C0524662,addicted
C0524662,Opiate Addiction
C0006444,Inflamed bursa
C0006444,Bursitis
C0233715,talk so fast
C0233715,Speech impairment
C0233415,distracted
C0233415,Distractibility
C0151908,dry skin
C0151908,Dry skin
C0455769,got me to the ceiling
C0455769,Energy increased
C0392674,exhausted
C0392674,Exhaustion
C0037274,havoc with our skins
C0037274,Dermatologic disorders
C0027497,nauseous
C0027497,Nausea
C0151911,all my limbs are jumping on their own accord
C0151911,Generalized Spasms
C0235169,Excitability
C0087169,withdrawals
C0087169,Withdrawal Symptoms
C0018790,heart attack
C0018790,Cardiac Arrest
C0549259,Anxiety aggravated
C0392674,tired
C0392674,Exhaustion
C0015672,my body hates me
C0015672,Fatigue
C0476273,asthma
C0476273,Respiratory distress
C0037317,keeping me awake
C0037317,Sleep disturbances
C0043012,stay up all night
C0043012,Wakefulness
C0700361,meltdown
C0700361,Emotional distress
C0917801,no sleep
C0917801,Sleeplessness
C0018681,migraines
C0018681,Headache
C0013146,adderall binge
C0013146,Drug abuse
C0028643,numbness in my limbs
C0028643,Numbness
C0018681,headache free
C0018681,Headache
C0149931,Migraine Disorders
C0702166,acne
C0702166,Acne
C0003467,nervous wreck
C0003467,Anxiety
C0851444,allergic reaction
C0851444,Allergic conditions
C0917801,incapable of sleep
C0917801,Sleeplessness
C0556446,hooked on adderall
C0556446,Drug craving
C0020175,#hungry
C0020175,Hunger
C0859023,cant shut up for the whole day
C0859023,Talkativeness
C0037383,sneezing fits
C0037383,Sneezing
C0232462,not eating
C0232462,Decrease in appetite
C0020564,hypertrophic scarring
C0020564,Hypertrophy
C0856081,Restlessness aggravated
C0233794,wrecked my memory
C0233794,Memory impairment
C0022107,bad mood
C0022107,Irritable Mood
C1510472,I've been feeling better every day
C1510472,Drug Dependence
C0027497,spins
C0027497,Nausea
C0520962,"muscular, joint, nerve pain"
C0520962,Pain localised
C0042963,puking
C0042963,Vomiting
C0393760,Initial insomnia
C0858899,expense of clear thinking
C0858899,Attention concentration difficulty
C0740425,Altered Taste
C0424166,Freaking out
C0424166,Social fear
C0392674,Exhaustion
C2830004,awake
C2830004,Somnolence
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C0917801,insomnia
C0917801,Sleeplessness
C2830004,drowsy
C2830004,Somnolence
C0022107,rantful
C0022107,Irritable Mood
C0043094,moon face and 30 lbs in 6 weeks
C0043094,Weight Gain
C0030193,hurt really bad
C0030193,Pain
C0162298,clench my jaws
C0162298,Joint stiffness
C0424166,quiet
C0424166,Social fear
C0003467,worry
C0003467,Anxiety
C0231749,need cortisone shots for my knees
C0231749,Knee pain
C0034634,Satan
C0034634,Rage
C0232459,heartburn
C0232459,Abnormal digestive tract function
C2830004,knock me out
C2830004,Somnolence
C0038999,parotid gland swelling
C0038999,Swelling
C0424295,way too hyper
C0424295,Hyperactive behavior
C0018790,heart attack
C0018790,Cardiac Arrest
C0497365,itchy rash
C0497365,Rash generalised
C0393761,awake in the middle of the night for an hour or 2
C0393761,Middle insomnia
C0002957,angry
C0002957,Anger
C0541854,fell asleep
C0541854,Daytime sleepiness
C0392674,still tired
C0392674,Exhaustion
C0015672,still falling asleep
C0015672,Fatigue
C0424295,hysterical
C0424295,Hyperactive behavior
C0234428,brain fug
C0234428,Consciousness abnormal
C0424295,unstoppable
C0424295,Hyperactive behavior
C0455769,awake
C0455769,Energy increased
C0221512,pain in the pit of my stomach
C0221512,Stomach ache
C0011551,empty
C0011551,Depersonalization
C0034634,angry
C0034634,Rage
C0233479,feel like this
C0233479,Elevated mood
C1443060,Feeling completely bonkers
C1443060,Feeling abnormal
C0086132,depression symptoms
C0086132,Depressive Symptoms
C2830004,tired
C2830004,Somnolence
C0393761,insomnia
C0393761,Middle insomnia
C0003469,anxious
C0003469,Anxiety Disorders
C0005940,made my bones brittle
C0005940,Bone Diseases
C0043012,alertness
C0043012,Wakefulness
C0858899,focused
C0858899,Attention concentration difficulty
C0006325,clench my jaw.
C0006325,Bruxism
C0596170,Binge eating disorder
C0235195,calm
C0235195,Sedated state
C0042963,always sick
C0042963,Vomiting
C0021368,swollen
C0021368,Inflammation
C0016512,foot feel worse
C0016512,Foot pain
C0005586,bi polar
C0005586,Bipolar Disorder
C0235169,got meto the ceiling
C0235169,Excitability
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C2830004,constantly being so sleepy
C2830004,Somnolence
C0424000,I want to overdose
C0424000,Feeling suicidal (finding)
C0037763,limbs are jumping on their own accord
C0037763,Spasm
C0037763,hasn't stopped shaking her leg the entire hour
C0037763,Spasm
C0022107,cranky
C0022107,Irritable Mood
C0455769,got me to the ceiling
C0455769,Energy increased
C2939186,got me in my feelings
C2939186,Disturbance in mood
C0917801,sleep deprived
C0917801,Sleeplessness
C0087169,Discontinuation symptoms
C0087169,Withdrawal Symptoms
C0541854,ready for a nap
C0541854,Daytime sleepiness
C0011551,zombie like state
C0011551,Depersonalization
C0085633,emotional wreck
C0085633,Mood swings
C0037274,thinning skin
C0037274,Dermatologic disorders
C0344320,lucid dreamer
C0344320,Vivid dreams
C1510472,is probably not meant to be taken everyday tbh
C1510472,Drug Dependence
