C0274714,Adrenergic syndrome
C0233514,Abnormal behavior
C0424295,Hyperactive behavior
C0013144,Drowsiness
C0553668,Labored breathing
C0003467,Anxiety
C0235146,Euphoric mood
C0006325,Bruxism
C1443060,Feeling abnormal
C0011570,Mental Depression
C0278061,Abnormal mental state
C0596170,Binge eating disorder
C0235195,Sedated state
C2830004,Somnolence
C0151767,Liver tenderness
C2830004,Somnolence
C0917801,Sleeplessness
C1291077,Abdominal bloating
C0041671,Attention Deficit Disorder
C1443060,Feeling abnormal
C0232462,Decrease in appetite
C0005586,Bipolar Disorder
C0221100,Hangover from any Alcohol or Other Drugs substance
C0086769,Panic Attacks
C0043094,Weight Gain
C2830004,Somnolence
C0220870,Lightheadedness
C0010200,Coughing
C0086769,Panic Attacks
C2939186,Disturbance in mood
C0016204,Flatulence
C0278061,Abnormal mental state
C0085633,Mood swings
C0242350,Erectile dysfunction
C1269683,Major Depressive Disorder
C0043096,Body Weight decreased
C0027497,Nausea
C0013144,Drowsiness
C0002957,Anger
C0087169,Withdrawal Symptoms
C0037317,Sleep disturbances
C0035078,Kidney Failure
C0917801,Sleeplessness
C0233479,Elevated mood
C0043012,Wakefulness
C2939186,Disturbance in mood
C0851444,Allergic conditions
C0018681,Headache
C0087169,Withdrawal Symptoms
C0232602,Retching
C0917801,Sleeplessness
C0234428,Consciousness abnormal
C0087169,Withdrawal Symptoms
C0037011,Shoulder Pain
C0016927,Gagging
C2830004,Somnolence
C0086769,Panic Attacks
C0424295,Hyperactive behavior
C1443060,Feeling abnormal
C1611174,Post-traumatic pain
C0424295,Hyperactive behavior
C0556446,Drug craving
C1443060,Feeling abnormal
C0344232,Blurred vision
C0393760,Initial insomnia
C0013144,Drowsiness
C0235240,Pounding heart
C0497364,Localized rash
C0917801,Sleeplessness
C0278061,Abnormal mental state
C0314719,Dryness of eye
C0030193,Pain
C0455769,Energy increased
C0010709,Cyst
C0030193,Pain
C0232462,Decrease in appetite
C1268766,Blood pressure alteration (finding)
C2830004,Somnolence
C0087169,Withdrawal Symptoms
C0392674,Exhaustion
C0231749,Knee pain
C0917801,Sleeplessness
C0241157,Pustule
C0344232,Blurred vision
C0030319,Panic Disorder
C0006370,Bulimia
C0344315,Depressed mood
C0234428,Consciousness abnormal
C0700590,Increased sweating
C1443060,Feeling abnormal
C0043012,Wakefulness
C0087169,Withdrawal Symptoms
C1291077,Abdominal bloating
C0235169,Excitability
C0030193,Pain
C0393760,Initial insomnia
C0087169,Withdrawal Symptoms
C0233632,Disturbance in thinking
C2830004,Somnolence
C0020175,Hunger
C2830004,Somnolence
C0027932,Neurotic Disorders
C0006370,Bulimia
C0700590,Increased sweating
C0234894,Dermatitis acneiform
C0497364,Localized rash
C0039971,Thirst
C2939186,Disturbance in mood
C0423757,Skin thinness
C0233459,Emotional disorder
C1510472,Drug Dependence
C0220870,Lightheadedness
C0917801,Sleeplessness
C0004604,Back Pain
C0087169,Withdrawal Symptoms
C0455769,Energy increased
C0011991,diarrhea
C0011991,Diarrhea
C0424295,cant shut up for the whole day
C0424295,Hyperactive behavior
C0030193,pain
C0030193,Pain
C0043012,wake up
C0043012,Wakefulness
C0087169,Miss your Prozac does
C0087169,Withdrawal Symptoms
C0013182,allergic
C0013182,Drug Allergy
C0003469,zero stress tolerance
C0003469,Anxiety Disorders
C0028643,paraplegic
C0028643,Numbness
C0003123,I haven't eaten in 3 days
C0003123,Anorexia
C0022107,mean
C0022107,Irritable Mood
C1443060,feel like a malnourished toe
C1443060,Feeling abnormal
C0086132,Depressive Symptoms
C0235165,mania
C0235165,Mania acute
C0476273,asthma
C0476273,Respiratory distress
C0018524,feeling like the same day
C0018524,Hallucinations
C0030319,anxiety
C0030319,Panic Disorder
C0087169,withdrawal symptoms
C0087169,Withdrawal Symptoms
C0917801,can't remember the last time I slept
C0917801,Sleeplessness
C0027497,nausea
C0027497,Nausea
C2267227,purge
C2267227,Bulimia Nervosa
C0520962,butt pain
C0520962,Pain localised
C0022107,unnecessarily impatient
C0022107,Irritable Mood
C2830004,asleep
C2830004,Somnolence
C0427008,stiffness
C0427008,Stiffness
C0152128,crashing
C0152128,Drug withdrawal syndrome
C0034634,angry
C0034634,Rage
C0022107,I feel like
C0022107,Irritable Mood
C0233488,despair
C0233488,Feeling despair
C0038013,Spondylitis
C0038013,Ankylosing spondylitis
C0278061,brain fug
C0278061,Abnormal mental state
C0003467,anxiety
C0003467,Anxiety
C0278061,losing my mind
C0278061,Abnormal mental state
C0455769,got me to the ceiling
C0455769,Energy increased
C0003469,anxiety
C0003469,Anxiety Disorders
C0028643,my pinky toe feel like it was chopped clean off
C0028643,Numbness
C0011570,depression
C0011570,Mental Depression
C0003467,anxious
C0003467,Anxiety
C0393760,#insomnia
C0393760,Initial insomnia
C0043096,making me.natural weight
C0043096,Body Weight decreased
C2939186,had me in my feelings
C2939186,Disturbance in mood
C2939186,had me in my feelings
C2939186,Disturbance in mood
C1504494,tingling
C1504494,Tingling of extremity
C0410158,rotted my muscles
C0410158,Muscle damage
C0043012,wide awake
C0043012,Wakefulness
C1971624,lack of appetite
C1971624,Loss of appetite (finding)
C0455769,got me to the ceiling
C0455769,Energy increased
C0235169,got me to the ceiling
C0235169,Excitability
C0520962,"muscular, joint, nerve pain"
C0520962,Pain localised
C0162298,joints are also hurting
C0162298,Joint stiffness
C0233632,expense of clear thinking
C0233632,Disturbance in thinking
C0035078,kidneys shut down
C0035078,Kidney Failure
C0000737,awful feeling in my stomach
C0000737,Abdominal Pain
C0235169,hyped
C0235169,Excitability
C0424295,wired
C0424295,Hyperactive behavior
C0003467,anxiety
C0003467,Anxiety
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0917801,WIDE AWAKE
C0917801,Sleeplessness
C0011551,Depersonalization
C0149931,migraines
C0149931,Migraine Disorders
C0241934,hypomania
C0241934,Hypomania
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0232461,Increased appetite (finding)
C0003467,anxiety
C0003467,Anxiety
C0393761,Insomnia
C0393761,Middle insomnia
C0233523,act like a devil
C0233523,Antisocial behavior
C0917801,Insomnia
C0917801,Sleeplessness
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0013146,got me like
C0013146,Drug abuse
C1510472,Drug Dependence
C0149931,migraines
C0149931,Migraine Disorders
C0241934,hypomanic
C0241934,Hypomania
C0233414,still procrastinating
C0233414,Disturbance in attention
C0043012,would go 48 hours
C0043012,Wakefulness
C0004604,Back Pain
C0409497,two cortisone injections to get my shoulder right
C0409497,Joint injury
C0555724,dry mouth
C0555724,On examination - dry lips
C0043094,10+lbs
C0043094,Weight Gain
C0013182,allergic reaction
C0013182,Drug Allergy
C0008031,my chest is exploding
C0008031,Chest Pain
C0011991,very mild diarrhea
C0011991,Diarrhea
C0020175,hungry
C0020175,Hunger
C0270458,sick
C0270458,Psychotic depression
C0010346,Crohns
C0010346,Crohn Disease
C0027497,dizzy
C0027497,Nausea
C0424295,Hyperactive behavior
C0022107,hangry
C0022107,Irritable Mood
C0541854,making myself get out of bed
C0541854,Daytime sleepiness
C0030193,worst pain
C0030193,Pain
C0520962,makes my fingers hurt
C0520962,Pain localised
C1971624,I don't hunger or thirst
C1971624,Loss of appetite (finding)
C0520962,joints are also hurting
C0520962,Pain localised
C0917801,insomnia
C0917801,Sleeplessness
C0233407,spins
C0233407,Disorientation
C1963951,doubling up on my adderall
C1963951,Acute overdose
C0011071,sudden death
C0011071,Sudden death
C0235169,in my feelings
C0235169,Excitability
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0278061,completely bonkers
C0278061,Abnormal mental state
C0043096,lost 6 inches
C0043096,Body Weight decreased
C2939186,hadmeinmy feelings
C2939186,Disturbance in mood
C0002957,mad
C0002957,Anger
C0549249,Depressed Level of Consciousness
C0018681,headaches
C0018681,Headache
C0455769,"feeling something now,"
C0455769,Energy increased
C0000737,sharp pain
C0000737,Abdominal Pain
C0541854,tired
C0541854,Daytime sleepiness
C0556446,addicted
C0556446,Drug craving
C0009676,conundrum
C0009676,Confusion
C0424295,got me uppppp
C0424295,Hyperactive behavior
C0596170,binge
C0596170,Binge eating disorder
C1443060,ITS MAKING ME CRAZY
C1443060,Feeling abnormal
C1443060,feel weird
C1443060,Feeling abnormal
C2830004,sleepy
C2830004,Somnolence
C0232462,haven't eaten since like 9
C0232462,Decrease in appetite
C0549259,incr anxiety
C0549259,Anxiety aggravated
C0003467,anxiety
C0003467,Anxiety
C0917801,incapable of sleep
C0917801,Sleeplessness
C0152128,crash
C0152128,Drug withdrawal syndrome
C2830004,sleepy
C2830004,Somnolence
C0011570,Miss your Prozac does
C0011570,Mental Depression
C0344315,miserable
C0344315,Depressed mood
C0013144,intense yawns
C0013144,Drowsiness
C0043094,gaining weight
C0043094,Weight Gain
C0392674,so fucking tired
C0392674,Exhaustion
C2937350,Abnormal ejaculation
C0917801,still haven't slept
C0917801,Sleeplessness
C0541854,make you a zombie
C0541854,Daytime sleepiness
C0424166,need space &amp; to be alone
C0424166,Social fear
C0004936,I hate doctors and meds
C0004936,Mental disorders
C0232459,Stomach messed up
C0232459,Abnormal digestive tract function
C0233459,have no emotions
C0233459,Emotional disorder
C0541854,Daytime sleepiness
C0003469,ANXIOUS
C0003469,Anxiety Disorders
C0011570,depression
C0011570,Mental Depression
C0011551,a zombie
C0011551,Depersonalization
C0541941,make your dick hard
C0541941,Erection increased
C0233514,act fucking weird
C0233514,Abnormal behavior
C0240735,not myself
C0240735,Personality change
C0022107,pissed off about everything
C0022107,Irritable Mood
C0018801,heart attack
C0018801,Heart failure
C0040822,tremor
C0040822,Tremor
C0030193,pain
C0030193,Pain
C0455769,got me to the ceiling
C0455769,Energy increased
C0344320,gives me man vivid dreams
C0344320,Vivid dreams
C0003467,makes me question my whole life
C0003467,Anxiety
C0005586,#bipolar
C0005586,Bipolar Disorder
C0038435,stressed
C0038435,Stress
C0541854,sleep the day away
C0541854,Daytime sleepiness
C0022107,pissed off
C0022107,Irritable Mood
C0344315,depress
C0344315,Depressed mood
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0003467,anxiety
C0003467,Anxiety
C0021053,destroyed my #immunesystem
C0021053,Immune System Diseases
C0233407,very stupid
C0233407,Disorientation
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C0013144,sleepy
C0013144,Drowsiness
C0018681,mild headache
C0018681,Headache
C0022107,sour mood
C0022107,Irritable Mood
C0013144,drowsy
C0013144,Drowsiness
C0344315,hurting
C0344315,Depressed mood
C0043094,the 10 lbs I gained
C0043094,Weight Gain
C0030193,hurting
C0030193,Pain
C0042963,puking
C0042963,Vomiting
C0455769,walking up and down
C0455769,Energy increased
C0087169,Discontinuation
C0087169,Withdrawal Symptoms
C1971624,not being able to eat
C1971624,Loss of appetite (finding)
C0013144,drowsy
C0013144,Drowsiness
C0004096,asthma
C0004096,Asthma
C0013146,HIGH
C0013146,Drug abuse
C3536794,feel like shit
C3536794,Sad mood
C0013144,drowsy
C0013144,Drowsiness
C0233794,screwing with my short term memory
C0233794,Memory impairment
C0027497,Nausea
C0410158,rotted my muscles out
C0410158,Muscle damage
C0270549,anxiety
C0270549,Generalized Anxiety Disorder
C0234238,pain
C0234238,Ache
C2830004,sleep all day
C2830004,Somnolence
C0037317,Got 1.5 hours of sleep
C0037317,Sleep disturbances
C2830004,fall asleep
C2830004,Somnolence
C0041657,knock me out
C0041657,Unconscious State
C0018524,feeling very differen
C0018524,Hallucinations
C0086769,panic
C0086769,Panic Attacks
C1971624,Loss of appetite (finding)
C0027497,Finna thrown up
C0027497,Nausea
C0022107,cranky
C0022107,Irritable Mood
C0003044,mosquito bites
C0003044,Animal bite
C0087169,withdrawal symptoms
C0087169,Withdrawal Symptoms
C0233401,feeling proper psycho
C0233401,Psychiatric symptom
C0085633,mood swings
C0085633,Mood swings
C0027497,sick
C0027497,Nausea
C0085632,soulless robot
C0085632,Indifferent mood
C0728899,groggy
C0728899,Intoxication
C0281774,psychosis
C0281774,Acute psychosis
C0002957,monster
C0002957,Anger
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0270458,bipolar
C0270458,Psychotic depression
C0013144,weak and woozy
C0013144,Drowsiness
C0600104,Obsessive compulsive behavior
C0039971,Thirst
C0027497,nausea
C0027497,Nausea
C0235146,pookied out
C0235146,Euphoric mood
C0235890,migraines
C0235890,Migraine aggravated
C0018681,headaches
C0018681,Headache
C0087169,Withdrawing
C0087169,Withdrawal Symptoms
C0022107,attitude
C0022107,Irritable Mood
C0151836,paranoid
C0151836,Paranoid reaction
C0037317,sleep problems
C0037317,Sleep disturbances
C2830004,Tired
C2830004,Somnolence
C0393760,insomnia
C0393760,Initial insomnia
C0424000,the only reason I haven't downed all these antidepressants is because sertraline overdose rarely results in death
C0424000,Feeling suicidal (finding)
C0003467,ANXIOUS
C0003467,Anxiety
C0423757,thins the skin
C0423757,Skin thinness
C0233414,attentive
C0233414,Disturbance in attention
C0235169,Excitability
C2830004,tired
C2830004,Somnolence
C0087169,rather kick heroin than Effexor
C0087169,Withdrawal Symptoms
C0917801,Wide awake
C0917801,Sleeplessness
C0085633,mood swings
C0085633,Mood swings
C0917801,WIDE AWAKE
C0917801,Sleeplessness
C0424295,hyper
C0424295,Hyperactive behavior
C0013144,a zombie
C0013144,Drowsiness
C0013144,falling asleep
C0013144,Drowsiness
C0232461,appetite on 10
C0232461,Increased appetite (finding)
C0012833,dizzy
C0012833,Dizziness
C0917799,fall asleep
C0917799,Hypersomnia
C0003467,anxious
C0003467,Anxiety
C0043096,Losing weight
C0043096,Body Weight decreased
C0344315,hurt
C0344315,Depressed mood
C0476273,Respiratory distress
C0038990,makes me sweat
C0038990,Sweating
C0027497,feel sick
C0027497,Nausea
C0728899,trippin
C0728899,Intoxication
C2830004,sleepy
C2830004,Somnolence
C0917801,insomnia
C0917801,Sleeplessness
C0220870,dizzy
C0220870,Lightheadedness
C0152128,come off
C0152128,Drug withdrawal syndrome
C0005586,mood swings
C0005586,Bipolar Disorder
C0235169,had me in my feelings
C0235169,Excitability
C0030318,shooting
C0030318,Panic
C0858899,concentration issues
C0858899,Attention concentration difficulty
C0013595,itching
C0013595,Eczema
C0700031,panic attacks
C0700031,Anxiety attack
C0021368,Inflamed bursa
C0021368,Inflammation
C0018790,heart attack
C0018790,Cardiac Arrest
C0037763,random shoulder spasms
C0037763,Spasm
C0012833,dizziness
C0012833,Dizziness
C0233514,crazy
C0233514,Abnormal behavior
C0027497,nauseous
C0027497,Nausea
C0234376,tremor
C0234376,Action Tremor
C0851444,sun allergy
C0851444,Allergic conditions
C0858899,Attention concentration difficulty
C0033975,Mental illness
C0033975,Psychotic Disorders
C0455769,Energy increased
C2830004,your brain is still sleepy
C2830004,Somnolence
C0234458,totally #weird
C0234458,Abnormal dreams
C0409497,Joint injury
C0278061,head feel very strange
C0278061,Abnormal mental state
C0234458,Abnormal dreams
C0344315,Depressed mood
C0233488,feeling like shit
C0233488,Feeling despair
C0338614,psychotic break
C0338614,Psychotic episode
C0003467,Anxiety
C0234458,"intense, emotionally-charged nightmares"
C0234458,Abnormal dreams
C0455769,got me to the ceiling
C0455769,Energy increased
C0030486,paraplegic
C0030486,Paraplegia
C0085633,mood swings
C0085633,Mood swings
C0043094,I look like a damn whale
C0043094,Weight Gain
C0030193,throbbing
C0030193,Pain
C2830004,take naps
C2830004,Somnolence
C0040822,acute tremor
C0040822,Tremor
C0022107,attitude
C0022107,Irritable Mood
C0917801,I can't remember the last time I slept
C0917801,Sleeplessness
C0232461,ate on it like crazy
C0232461,Increased appetite (finding)
C2830004,sleepy
C2830004,Somnolence
C0877225,bones brittle
C0877225,Bone density decreased
C0043012,awake
C0043012,Wakefulness
C0042963,vomiting
C0042963,Vomiting
C0043094,30lbs that I gained
C0043094,Weight Gain
C0520962,fingers hurt
C0520962,Pain localised
C0043094,making me fat
C0043094,Weight Gain
C0455769,worked out more
C0455769,Energy increased
C0018681,Headache
C0522172,feel drunk
C0522172,Feeling drunk
C0392674,Exhaustion
C0022107,highly irritated
C0022107,Irritable Mood
C0002957,the fucking roid rage
C0002957,Anger
C0003864,Arthritis
C0003864,Arthritis
C0455769,got me up
C0455769,Energy increased
C0220870,dizzy
C0220870,Lightheadedness
C0087169,withdrawals
C0087169,Withdrawal Symptoms
C0751295,wrecked my memory
C0751295,Memory Loss
C0004096,Asthma
C0086769,panic
C0086769,Panic Attacks
C2830004,tired
C2830004,Somnolence
C0087169,venlafaxine withdrawal
C0087169,Withdrawal Symptoms
C0039971,thirsty
C0039971,Thirst
C0003467,#anxiety
C0003467,Anxiety
C0232431,Cold sweat
